isbn,Title,Author,num_pages,publication_date,publisher,genres,Price
0060955422,The Autobiography of Mark Twain,Mark Twain,508,11/28/2000,Harper Perennial,Biography,14.0
0395419182,Winston S. Churchill  Volume VIII: 'Never Despair ' 1945-1965,Martin  Gilbert,1438,9/1/1988,Houghton Mifflin,Biography,17.5
1556526008,Avalon,Anya Seton,440,5/1/2006,Chicago Review Press,Historical,37.99
0747584664,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,768,6/23/2006,Bloomsbury Publishing,Fantasy,39.99
0345442636,The Silent Gondoliers,William Goldman,128,1/2/2001,Del Rey,Fiction,29.5
0810970570,Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson,176,9/1/2006,Harry N. Abrams,Art,12.99
1904271065,King Henry IV  Part 2,William Shakespeare,336,10/12/1967,Bloomsbury Arden Shakespeare,Plays,29.5
0141187190,Seven Gothic Tales,Isak Dinesen,368,10/31/2002,Penguin Classics,Short Stories,21.0
0393310329,Maurice,E.M. Forster,256,12/17/2005,W. W. Norton  Company,Classics,39.0
0312300336,Banvard's Folly: Thirteen Tales of People Who Didn't Change the World,Paul  Collins,320,5/3/2002,Picador,Nonfiction,39.99
1400044871,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,320,9/19/2006,Knopf,Nonfiction,14.5
1580495931,Oedipus Rex  (The Theban Plays  #1),Sophocles,75,6/22/2006,Prestwick House - (Literary Touchstone Classic),Classics,17.99
0679887431,The Berenstain Bears and the Blame Game,Stan Berenstain,32,10/7/1997,Random House Books for Young Readers,Childrens,20.5
0553493841,Control Freak (SVH Senior Year  #35),Francine Pascal,192,11/13/2001,Bantam,Young Adult,27.0
0312984855,The Pretender (Liar's Club  #1),Celeste Bradley,358,6/16/2003,St. Martin's Paperbacks,Romance,26.99
0345467175,The Shockwave Rider,John Brunner,288,3/1/1995,Del Rey,Science Fiction,22.5
0380815923,Blackberry Wine,Joanne Harris,368,12/23/2003,William Morrow Paperbacks,Fiction,17.0
0345418956,Jurassic Park,Michael Crichton,400,6/23/1997,Ballantine Books,Science Fiction,18.0
0613013379,Theater Shoes,Noel Streatfeild,252,11/1/1999,Sagebrush,Childrens,21.0
0375502262,Human Traces,Sebastian Faulks,563,9/30/2006,Random House (NY),Fiction,39.0
0140448942,City of God,Augustine of Hippo,1186,11/27/2003,Penguin Books Ltd,Philosophy,20.99
0770422470,Pat of Silver Bush (Pat  #1),L.M. Montgomery,288,6/1/1988,Seal Books,Classics,12.0
082543632X,Raising the Bar: Ministry to Youth in the New Millennium,Alvin L. Reid,208,4/7/2004,Kregel Academic & Professional,Religion,33.99
0142404209,Charlie and the Chocolate Factory (Abridged),Roald Dahl,40,6/2/2005,Puffin,Juvenile Fiction,28.0
0306808900,Hemingway: A Biography,Jeffrey Meyers,644,5/7/1999,Da Capo Press,Biography,25.0
0520072383,The Responsibility of Forms: Critical Essays on Music  Art  and Representation,Roland Barthes,320,2/7/1991,University of California Press,Philosophy,39.0
0874850916,Before the Mayflower: A History of Black America,Lerone Bennett Jr.,796,10/23/2003,Johnson Publishing Company (IL),History,31.5
0198321465,Macbeth,William Shakespeare,160,1/20/2005,Oxford University Press,Classics,31.99
006083756X,Native Son,Richard Wright,504,8/2/2005,Harper Perennial Modern Classics,Fiction,15.0
2723441784,Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),Yōko Kamio,212,3/5/2003,Glénat,Sequential Art,34.5
0060753633,Mating in Captivity: Reconciling the Erotic and the Domestic,Esther Perel,272,9/5/2006,Harper,Nonfiction,37.5
1932664084,Scott Pilgrim  Volume 1: Scott Pilgrim's Precious Little Life,Bryan Lee O'Malley,168,8/18/2004,Oni Press,Sequential Art,30.5
0452268184,When Food Is Love: Exploring the Relationship Between Eating and Intimacy,Geneen Roth,224,7/1/1992,Plume Books,Self Help,33.99
1420925229,Civil Disobedience and Other Essays,Henry David Thoreau,188,1/1/2005,Digireads.com,Philosophy,19.0
0374521026,The Tenants,Bernard Malamud,248,9/18/2003,Farrar  Straus and Giroux,Fiction,36.0
0515141666,Dance of the Gods (Circle Trilogy  #2),Nora Roberts,321,10/3/2006,Jove,Romance,16.0
0385410786,Hailstones and Halibut Bones,Mary O'Neill,64,4/1/1990,Doubleday Books for Young Readers,Poetry,32.99
0345457617,The Chairman (Christian Gillette  #1),Stephen W. Frey,415,12/27/2005,Fawcett Books,Fiction,14.99
0060584084,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,372,2/28/2006,Avon,Romance,24.0
1902602684,The Builders,Maeve Binchy,87,11/1/2006,New Island Books,Fiction,26.0
0553213555,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane,240,11/1/2006,Bantam Classics,Classics,14.0
8498000831,Ubik,Philip K. Dick,288,5/1/2006,La factoría de ideas,Science Fiction,34.0
0553580698,One of Us,Michael Marshall Smith,368,7/6/1999,Bantam,Science Fiction,23.0
0385495544,Sailing the Wine-Dark Sea: Why the Greeks Matter,Thomas Cahill,352,7/27/2004,Anchor,History,27.0
1560257016,Pink Flamingos and Other Filth: Three Screenplays,John Waters,258,4/7/2005,Running Press,Culture,19.0
1933368365,The Good Fairies of New York,Martin Millar,242,9/8/2006,Soft Skull Press,Fantasy,34.0
006114004X,Cartas del diablo a su sobrino,C.S. Lewis,144,3/14/2006,HarperOne,Fiction,33.5
1853991147,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,127,6/1/1991,Bristol Classical Press,Classics,32.5
0723257639,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,1072,5/4/2006,Warne,Childrens,29.0
0142437298,Herzog,Saul Bellow,371,2/25/2003,Penguin Classics,Fiction,17.99
0064400999,Betsy and Tacy Go Over the Big Hill (Betsy-Tacy  #3),Maud Hart Lovelace,192,4/5/2000,HarperCollins,Fiction,31.0
8497930975,Todo está iluminado,Jonathan Safran Foer,344,11/30/2007,DeBolsillo,Fiction,16.5
0802151825,Tropic of Capricorn,Henry Miller,348,1/13/1994,Grove Press,Fiction,23.99
1590172183,A Savage War of Peace: Algeria  1954-1962,Alistair Horne,608,10/10/2006,New York Review of Books,History,18.5
080652569X,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,193,7/1/2004,Citadel,Humor,21.0
9722332201,A Última Batalha (As Crónicas de Nárnia  #7),C.S. Lewis,149,7/17/2004,Editorial Presença,Fantasy,21.0
0439635772,Merry Christmas  Stinky Face,Lisa McCourt,32,10/1/2004,Scholastic,Holiday,13.0
1931082200,Collected Stories and Later Writings,Paul Bowles,1050,8/26/2002,Library of America,Short Stories,22.0
0596523696,Ruby Cookbook,Lucas Carlson,873,7/29/2006,O'Reilly Media,Computer Science,25.5
0373802137,Elphame's Choice (Partholon  #4),P.C. Cast,551,11/24/2004,Luna Books,Fantasy,10.5
1561381489,The Zen Gardening Kit/Book and Japanese Rock Garden,Daniel Abdal-Hayy Moore,96,11/23/1992,Running Press Book Publishers,Nonfiction,11.0
0312643063,The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,712,9/15/1985,St. Martin's Press,Nonfiction,15.99
1932857087,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,208,11/1/2005,Disinformation Books,History,26.0
0805065377,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof,336,5/1/2000,Holt Paperbacks,Sports,11.5
0679760237,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff,240,9/26/1995,Vintage,Autobiography,29.0
0826477917,Marx's Concept of Man,Erich Fromm,224,12/9/2004,Bloomsbury Academic,Philosophy,37.5
0140440224,The Canterbury Tales,Geoffrey Chaucer,489,7/30/1970,Penguin Books,Classics,12.0
0940450437,Speeches and Writings 1832–1858,Abraham Lincoln,898,10/1/1989,Library of America,History,12.5
1563897288,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison,232,8/1/2001,Vertigo,Sequential Art,23.99
1853260401,The Three Musketeers (The d'Artagnan Romances. #1),Alexandre Dumas,592,5/5/2001,Wordsworth Editions,Classics,14.99
0812696115,Bullshit and Philosophy,Gary L. Hardcastle,288,10/25/2006,Open Court,Philosophy,39.0
0843104368,Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub,48,10/27/2003,Price Stern Sloan,Juvenile Nonfiction,15.0
0823078949,The Munsters: A Trip Down Mockingbird Lane,Stephen Cox,208,10/3/2006,Backstage Books,Nonfiction,13.5
0375759344,The Waste Land and Other Writings,T.S. Eliot,272,1/8/2002,Modern Library,Poetry,36.5
0752876872,The Glass Lake,Maeve Binchy,704,6/29/2005,The Orion Publishing Group Ltd,Fiction,39.0
1591161452,Revolutionary Girl Utena  Vol. 5: To Blossom,Chiho Saito,168,3/3/2004,VIZ Media LLC,Sequential Art,16.5
0380731150,Devil May Care,Elizabeth Peters,352,9/4/2001,Avon,Mystery,25.99
0060925817,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies,368,1/1/1995,Harper Perennial,History,14.99
3822840858,1000 Record Covers,Michael Ochs,575,5/15/2005,Taschen,Music,11.0
1401301886,There's No Place Like Here,Cecelia Ahern,340,9/4/2007,Hachette Books,Womens Fiction,36.5
1580087949,What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,382,9/1/2006,Ten Speed Press,Nonfiction,19.99
0684847558,A Backward Glance,Edith Wharton,385,7/15/1998,Scribner,Autobiography,35.99
067103264X,Storm of the Century,Stephen King,376,2/1/1999,Pocket,Horror,37.99
0791075680,Cormac McCarthy's All the Pretty Horses,Harold Bloom,126,9/1/2003,Chelsea House Publications,Fiction,35.5
1402736959,The Three Musketeers (Classic Starts),Oliver Ho,151,2/1/2007,Sterling Publishing Co.  Inc.,Classics,26.5
157322751X,Shakespeare: The Invention of the Human,Harold Bloom,745,9/1/1999,The Berkley Publishing Group,Nonfiction,27.5
0452283868,Sula,Toni Morrison,174,4/5/2002,Plume Books,Fiction,15.5
0061177598,Women,Charles Bukowski,291,7/29/2014,Ecco,Fiction,18.5
0689868014,Rash,Pete Hautman,256,6/1/2006,Simon  Schuster Books for Young Readers,Young Adult,14.0
0803725744,Pearl and Wagner: Three Secrets,Kate McMullan,48,5/24/2004,Dial,Childrens,35.0
039332494X,American Slavery  American Freedom,Edmund S. Morgan,464,10/17/2003,W. W. Norton  Company,History,19.0
0143036084,The United States of Europe: The New Superpower and the End of American Supremacy,T.R. Reid,320,11/1/2005,Penguin Books,Nonfiction,26.99
0393060918,Coach: Lessons on the Game of Life,Michael   Lewis,96,4/17/2005,W. W. Norton  Company,Sports,28.99
0521286913,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,188,3/12/1981,Cambridge University Press,Philosophy,38.99
0517170779,Absolute Truths (Starbridge  #6),Susan Howatch,672,8/14/1996,Random House Value Publishing,Fiction,39.5
0060727535,Cash,Johnny Cash,310,10/7/2003,HarperOne,Music,13.99
1419953966,Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,290,11/30/2006,Elloras Cave,Adult Fiction,28.99
1880656418,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,240,9/1/1999,Stone Bridge Press,Nonfiction,30.0
0781731836,Kaplan & Sadock's Synopsis of Psychiatry: Behavioral Sciences/Clinical Psychiatry,Benjamin James Sadock,1500,12/16/2002,LWW,Medicine,21.0
0575043555,Worlds of Wonder,Terry Pastor,368,11/10/1988,Orion Publishing Co,Science Fiction,33.99
0060724293,The Collected Poetry  1968-1998,Nikki Giovanni,512,1/23/2007,William Morrow,Poetry,11.5
0340827211,The Dark Tower (The Dark Tower #7),Stephen King,686,9/21/2004,Hodder & Stoughton,Fantasy,22.0
0375813756,Love  Stargirl (Stargirl  #2),Jerry Spinelli,274,8/14/2007,Knopf Books for Young Readers,Young Adult,20.0
0440420636,The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat,72,7/12/2005,Yearling Books,Mystery,35.99
0380816032,The Big U,Neal Stephenson,308,2/6/2001,William Morrow Paperbacks,Fiction,29.99
0325001537,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,240,2/7/2000,Heinemann Drama,Performing Arts,36.0
0345396537,First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,435,1/29/1997,Del Rey,Fantasy,20.99
0071460829,Marketing Warfare,Al Ries,216,12/13/2005,McGraw-Hill Education,Business,23.5
1598163175,Shout Out Loud! 2,Satosumi Takaguchi,194,8/1/2006,Blu,Sequential Art,28.0
0842386882,Reunion (Redemption  #5),Karen Kingsbury,400,7/1/2004,Tyndale House Publishers,Christian Fiction,21.99
0140448926,The Black Tulip,Alexandre Dumas,246,4/24/2003,Penguin Classics,Classics,32.99
0553292781,The Wakefields of Sweet Valley (Sweet Valley High Magna Editions #1),Francine Pascal,346,4/24/1993,Sweet Valley,Young Adult,11.99
1585675261,Much Obliged  Jeeves,P.G. Wodehouse,208,4/12/2004,Harry N. Abrams,Fiction,34.5
0439353688,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer,144,12/1/2002,Scholastic Paperbacks,Childrens,26.0
0688154727,Chester's Way,Kevin Henkes,32,9/22/1997,Greenwillow Books,Childrens,33.0
1400132746,Madame Bovary,Gustave Flaubert,0,10/1/2006,Tantor Media,Classics,12.5
0679431373,Gargantua and Pantagruel,François Rabelais,807,5/10/1994,Alfred A. Knopf  Inc.,Classics,22.0
0060847182,Valentine Princess (The Princess Diaries  #7.75),Meg Cabot,96,12/12/2006,HarperTeen,Young Adult,37.5
1400096464,Flashman on the March (The Flashman Papers  #12),George MacDonald Fraser,352,11/14/2006,Anchor,Historical,35.5
0785264698,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,243,4/5/2005,Nelson Books,Christian,28.5
0192832603,Orestes and Other Plays,Euripides,282,12/20/2001,Oxford University Press,Classics,30.0
0679721819,Mama Day,Gloria Naylor,312,4/23/1989,Vintage,Fiction,23.5
0141184884,The Dharma Bums,Jack Kerouac,204,8/3/2000,Penguin Books Ltd,Fiction,27.5
1857988361,Stand on Zanzibar,John Brunner,672,8/12/1999,Gollancz,Science Fiction,22.5
0140253807,Under the Sea Wind (Nature Classic),Rachel Carson,320,4/1/1996,Penguin,Nonfiction,39.0
0375704469,The Colossus and Other Poems,Sylvia Plath,84,5/19/1998,Vintage,Poetry,34.0
0471468851,Lafayette,Harlow Giles Unger,452,11/1/2003,Wiley (TP),History,33.0
0751531243,Spencerville,Nelson DeMille,564,3/1/2008,Sphere,Fiction,20.5
0786888016,The Pleasure of My Company,Steve Martin,176,10/6/2004,Hachette Books,Fiction,35.5
0723249865,Tale of Peter Rabbit,Beatrix Potter,80,10/21/2004,Warne,Childrens,39.0
0140442375,The Black Sheep,Honoré de Balzac,339,5/27/1976,Penguin Classics,Classics,11.0
0552148105,Castle of Wizardry (The Belgariad  #4),David Eddings,443,9/21/1984,Corgi,Fantasy,20.5
0373802455,The Fairy Godmother (Five Hundred Kingdoms  #1),Mercedes Lackey,479,10/25/2004,Luna Books,Fantasy,27.99
0060739681,The Last Innocent Man,Phillip Margolin,352,1/25/2005,HarperTorch,Mystery,33.0
1929068034,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem,302,11/1/1999,Sholom Aleichem Family Publications,Fiction,35.5
037312418X,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,192,8/25/2004,Harlequin Presents,Category Romance,18.99
0743456084,The Will to Change: Men  Masculinity  and Love,bell hooks,188,12/21/2004,Washington Square Press,Feminism,17.0
0553586602,The Murder Stone,Charles Todd,416,8/31/2004,Bantam,Mystery,30.99
0451143426,One Flew over the Cuckoo's Nest,Ken Kesey,272,2/1/1963,Signet,Classics,14.5
0871401541,Selected Poems,E.E. Cummings,208,8/17/2007,Liveright,Poetry,17.99
857302710X,O Historiador,Elizabeth Kostova,544,8/19/2005,Suma de Letras Brasileiras,Fiction,25.0
0870232061,The Library of Apollodorus: Gods and Heroes of the Greeks,Apollodorus,311,9/1/1986,University of Massachusetts Press,Fantasy,14.0
037575797X,Far from the Madding Crowd,Thomas Hardy,465,12/11/2001,Modern Library,Classics,38.5
0441317480,Hard Sell,Piers Anthony,268,5/1/1993,Ace,Science Fiction,29.99
0684837714,The Wise Men: Six Friends and the World They Made,Walter Isaacson,864,6/4/1997,Simon & Schuster,History,20.5
140004281X,Runaway,Alice Munro,335,10/28/2004,Alfred A. Knopf,Short Stories,17.5
0805080511,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,222,5/16/2006,Square Fish,Fantasy,23.5
0399146261,Cold Fire / Hideaway / The Key to Midnight,Dean Koontz,784,8/28/2000,Putnam Adult,Horror,15.0
0385090021,Saint Thomas Aquinas,G.K. Chesterton,167,1/15/1974,Image,Biography,22.5
0385721005,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen,278,11/6/2001,Anchor Books,Fiction,27.5
0099474387,The Nonesuch,Georgette Heyer,304,1/6/2005,Arrow,Romance,28.99
1855495090,Fantastic Mr. Fox (Cover to Cover),Roald Dahl,90,9/15/1995,BBC Audiobooks,Childrens,13.0
0553587579,Foundation and Earth (Foundation #5),Isaac Asimov,500,8/31/2004,Spectra,Science Fiction,30.5
0060527994,The Devil and Miss Prym (On the Seventh Day  #3),Paulo Coelho,205,7/3/2006,HarperOne,Fiction,34.99
0446526649,A Year in Chocolate: Four Seasons of Unforgettable Desserts,Alice Medrich,152,10/24/2001,Warner Books (NY),Food and Drink,23.99
0345355245,Metaconcert (Intervention  #2),Julian May,282,1/13/1989,Del Rey,Science Fiction,30.5
8408064762,Lonely Planet Londres,Lonely Planet,480,5/1/2006,Geoplaneta,Travel,25.0
0802133304,Nova Express (The Nova Trilogy  #3),William S. Burroughs,192,1/21/1994,Grove Press,Fiction,23.5
0415183731,Introduction to Phenomenology,Dermot Moran,592,2/5/2000,Routledge,Philosophy,23.0
0753817985,Mouse or Rat?: Translation as Negotiation,Umberto Eco,208,9/28/2004,Orion Publishing Co.,Nonfiction,13.0
0783554567,What Life Was Like in the Realm of Elizabeth: England  AD 1533-1603 (What Life Was Like),Time-Life Books,144,5/24/1999,Time Life Medical,Nonfiction,31.99
0783554524,What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),Time-Life Books,192,5/24/1999,Time Life Medical,History,37.0
1594160007,Seabiscuit: The Saga of a Great Champion,B.K. Beckwith,64,8/1/2004,Westholme Publishing,Biography,13.99
159182155X,Demon Diary  Volume 02,Kara,199,7/8/2003,TokyoPop,Sequential Art,39.99
067187778X,The Free Bards (Bardic Voices  #1-3),Mercedes Lackey,712,5/1/1997,Baen,Fantasy,22.99
0553560689,The Road to Yesterday (Anne of Green Gables  #9),L.M. Montgomery,403,2/1/1993,Bantam Books,Classics,36.99
0142437689,The Portable Walt Whitman,Walt Whitman,570,12/30/2003,Penguin Books,Poetry,30.99
1590170318,Witch Grass,Raymond Queneau,328,1/31/2003,NYRB Classics,Fiction,37.5
0517174960,The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,334,7/1/2001,Gramercy Books,Classics,13.5
1593080034,Ward No. 6 and Other Stories,Anton Chekhov,400,7/1/2003,Barnes  Noble Classics,Short Stories,38.99
0192753371,The Best of Pippi Longstocking (Pippi Longstocking  #1-3),Astrid Lindgren,378,10/9/2003,Oxford University Press,Classics,34.0
061847790X,Trip To The North Pole (The Polar Express: The Movie),Ellen Weiss,128,10/12/2004,HMH Books for Young Readers,Fantasy,13.5
0006511775,Zelda's Cut,Philippa Gregory,432,2/1/2001,HarperCollins Publishers,Fiction,39.99
1401202454,Hellblazer: Setting Sun,Warren Ellis,96,10/1/2004,Vertigo,Sequential Art,34.0
1416503595,If You Dare (MacCarrick Brothers  #1),Kresley Cole,349,5/1/2005,Pocket Books,Romance,13.5
0060740450,One Hundred Years of Solitude,Gabriel García Márquez,458,1/20/2004,Harper Perennial,Fiction,20.0
0141180633,Vineland,Thomas Pynchon,385,9/1/1997,Penguin Classics,Fiction,29.5
0006482074,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),Janny Wurts,522,7/1/2009,Voyager,Fantasy,31.5
0806133635,Selections from Homer’s Iliad,Homer,522,12/15/2001,University of Oklahoma Press,Classics,10.5
